"Step","f1","2023-08-02 13:51:37.446090_vanmix_0_1 - F1-score__MIN","2023-08-02 13:51:37.446090_vanmix_0_1 - F1-score__MAX"
"0","0.4460345855694693","0.4460345855694693","0.4460345855694693"
"1","0.32049418604651164","0.32049418604651164","0.32049418604651164"
"2","0.32049418604651164","0.32049418604651164","0.32049418604651164"
"3","0.31878073957131575","0.31878073957131575","0.31878073957131575"
"4","0.32049418604651164","0.32049418604651164","0.32049418604651164"
"5","0.32049418604651164","0.32049418604651164","0.32049418604651164"
"6","0.3828620369153807","0.3828620369153807","0.3828620369153807"
"7","0.38085862752089183","0.38085862752089183","0.38085862752089183"
"8","0.43211075001055155","0.43211075001055155","0.43211075001055155"
"9","0.3481187167963488","0.3481187167963488","0.3481187167963488"
"10","0.3685062716913071","0.3685062716913071","0.3685062716913071"
"11","0.40596420172458847","0.40596420172458847","0.40596420172458847"
"12","0.48676733663053773","0.48676733663053773","0.48676733663053773"
"13","0.4752357008170962","0.4752357008170962","0.4752357008170962"
"14","0.5226035742943103","0.5226035742943103","0.5226035742943103"
"15","0.4844419118240492","0.4844419118240492","0.4844419118240492"
"16","0.5070752857705952","0.5070752857705952","0.5070752857705952"
"17","0.45518919284228543","0.45518919284228543","0.45518919284228543"
"18","0.39439560605831364","0.39439560605831364","0.39439560605831364"
"19","0.4809675663062923","0.4809675663062923","0.4809675663062923"
"20","0.4531571362792983","0.4531571362792983","0.4531571362792983"
"21","0.45867980065463865","0.45867980065463865","0.45867980065463865"
"22","0.4282398283186616","0.4282398283186616","0.4282398283186616"
"23","0.42309080596091375","0.42309080596091375","0.42309080596091375"
"24","0.39507373197212775","0.39507373197212775","0.39507373197212775"
"25","0.42606121625959165","0.42606121625959165","0.42606121625959165"
"26","0.5190905935439084","0.5190905935439084","0.5190905935439084"
"27","0.4569864968039278","0.4569864968039278","0.4569864968039278"
"28","0.4206833526563459","0.4206833526563459","0.4206833526563459"
"29","0.4384814152256013","0.4384814152256013","0.4384814152256013"
"30","0.42424222628690883","0.42424222628690883","0.42424222628690883"
"31","0.4902476490688702","0.4902476490688702","0.4902476490688702"
"32","0.5157382368848026","0.5157382368848026","0.5157382368848026"
"33","0.4871194098971475","0.4871194098971475","0.4871194098971475"
"34","0.5348837209302325","0.5348837209302325","0.5348837209302325"
"35","0.498982498982499","0.498982498982499","0.498982498982499"
"36","0.5110985063339005","0.5110985063339005","0.5110985063339005"
"37","0.5387943493184798","0.5387943493184798","0.5387943493184798"
"38","0.47577847851793464","0.47577847851793464","0.47577847851793464"
"39","0.4460815546352341","0.4460815546352341","0.4460815546352341"
"40","0.5533183623238052","0.5533183623238052","0.5533183623238052"
"41","0.44714215253500894","0.44714215253500894","0.44714215253500894"
"42","0.4032602955933789","0.4032602955933789","0.4032602955933789"
"43","0.47047423620611034","0.47047423620611034","0.47047423620611034"
"44","0.5070395977372721","0.5070395977372721","0.5070395977372721"
"45","0.5411482952038823","0.5411482952038823","0.5411482952038823"
"46","0.537043802331711","0.537043802331711","0.537043802331711"
"47","0.5333711476649651","0.5333711476649651","0.5333711476649651"
"48","0.4378880353572557","0.4378880353572557","0.4378880353572557"
"49","0.49125802173681077","0.49125802173681077","0.49125802173681077"
"50","0.5126455133209934","0.5126455133209934","0.5126455133209934"
"51","0.4817601495071513","0.4817601495071513","0.4817601495071513"
"52","0.4693829241818896","0.4693829241818896","0.4693829241818896"
"53","0.477275925144224","0.477275925144224","0.477275925144224"
"54","0.46107336382616676","0.46107336382616676","0.46107336382616676"
"55","0.5388434946574482","0.5388434946574482","0.5388434946574482"
"56","0.5044081916001388","0.5044081916001388","0.5044081916001388"
"57","0.43294573643410855","0.43294573643410855","0.43294573643410855"
"58","0.44094530577088725","0.44094530577088725","0.44094530577088725"
"59","0.47356706178701397","0.47356706178701397","0.47356706178701397"
"60","0.46262561904486077","0.46262561904486077","0.46262561904486077"
"61","0.4961845930232558","0.4961845930232558","0.4961845930232558"
"62","0.507977535408355","0.507977535408355","0.507977535408355"
"63","0.5059153856935451","0.5059153856935451","0.5059153856935451"
"64","0.4899214069952276","0.4899214069952276","0.4899214069952276"
"65","0.5024311287452415","0.5024311287452415","0.5024311287452415"
"66","0.49979716024340776","0.49979716024340776","0.49979716024340776"
"67","0.5557938920695669","0.5557938920695669","0.5557938920695669"
"68","0.5116279069767442","0.5116279069767442","0.5116279069767442"
"69","0.5036803721215602","0.5036803721215602","0.5036803721215602"
"70","0.4774225768458003","0.4774225768458003","0.4774225768458003"
"71","0.44712867828972264","0.44712867828972264","0.44712867828972264"
"72","0.4246313470906167","0.4246313470906167","0.4246313470906167"
"73","0.4810966205944881","0.4810966205944881","0.4810966205944881"
"74","0.5193798449612403","0.5193798449612403","0.5193798449612403"
"75","0.4664588827619276","0.4664588827619276","0.4664588827619276"
"76","0.49500324576718857","0.49500324576718857","0.49500324576718857"
"77","0.5268475560917038","0.5268475560917038","0.5268475560917038"
"78","0.5347719141323793","0.5347719141323793","0.5347719141323793"
"79","0.49997680182998405","0.49997680182998405","0.49997680182998405"
"80","0.46284372396030604","0.46284372396030604","0.46284372396030604"
"81","0.49705016974726524","0.49705016974726524","0.49705016974726524"
"82","0.5193535374793925","0.5193535374793925","0.5193535374793925"
"83","0.5137014730375116","0.5137014730375116","0.5137014730375116"
"84","0.53437952984181","0.53437952984181","0.53437952984181"
"85","0.5019664051729277","0.5019664051729277","0.5019664051729277"
"86","0.4921639393585777","0.4921639393585777","0.4921639393585777"
"87","0.5228617453586409","0.5228617453586409","0.5228617453586409"
"88","0.5282408568947216","0.5282408568947216","0.5282408568947216"
"89","0.5035954712362303","0.5035954712362303","0.5035954712362303"
"90","0.5059804470017848","0.5059804470017848","0.5059804470017848"
"91","0.5026816405593937","0.5026816405593937","0.5026816405593937"
"92","0.499145494268023","0.499145494268023","0.499145494268023"
"93","0.5089467855685726","0.5089467855685726","0.5089467855685726"
"94","0.5193543451652387","0.5193543451652387","0.5193543451652387"
"95","0.5116214861676153","0.5116214861676153","0.5116214861676153"
"96","0.530695384392872","0.530695384392872","0.530695384392872"
"97","0.5138847598497562","0.5138847598497562","0.5138847598497562"
"98","0.5354503361577445","0.5354503361577445","0.5354503361577445"
"99","0.5262705999813349","0.5262705999813349","0.5262705999813349"